,C_L,C_D
13003,-4.043499066813641,0.17809336560163833
3768,0.2575736263903527,0.006472328397796541
5639,0.032804463277433506,0.004090795305349332
8985,4.95769920657212,0.2756202100953194
4374,-0.28943865149704606,0.01860699569629654
16056,0.13250100698851572,0.012080595635964904
7593,0.012901111628751,0.0009425293708676709
8062,0.0049062270983117875,0.000699324339694568
7529,0.006885841271193723,0.0009652428286668748
1645,0.03532870045830036,0.007970858785893035
14956,-0.052108697552561374,0.023343097957548728
5810,0.11455234780317233,0.005952681902497227
7466,0.00824963916385237,0.0010892475844949449
5669,0.3707089262172686,0.036103959485488606
215,-0.4872440590248399,0.0278554675419948
1857,0.3203677081770492,0.008529290570523962
169,-1.0370341057605423,0.15413101388452372
2865,0.20645485557158885,0.006430347663468581
11929,-0.5915114685351619,0.040773691401826954
4232,0.07026797105486579,0.008975733573631487
15472,2.801472293434504,0.13918237970828606
15641,2.1830500633623937,0.10944790850578345
16082,0.40739058928278665,0.026297076340963375
9923,1.567040251182272,0.06941973121173091
14081,0.8086522615462155,0.04984033393424147
11170,6.632611018937404,0.5619877991078078
11270,2.7935118526059433,0.13019862159453385
14223,-2.0093685736921048,0.07928241938235935
14009,-6.379477626306138,0.40514509626864215
15840,-0.6304081706549566,0.026684706790422598
14321,4.101507084763047,0.26807572971957744
14363,3.645884350609538,0.23514330995872548
7726,0.03975902970682472,0.00264898660685766
730,2.3466402972257643,0.12003684905910779
12480,-8.722889523513807,0.4152956945965398
3712,0.8130854414529998,0.041872898651965515
15474,3.6813596198177874,0.2239899566677004
6930,-0.29929231425356967,0.037184810671947295
14621,-0.6446855473647124,0.03266264438396035
6329,-0.017467302360443582,0.001497475125812938
3201,0.21278392664206716,0.005689661963807684
10672,-0.2915433346540329,0.024369454800907887
9902,1.6326392376327505,0.07249056906866264
12997,6.604503713083667,0.3883009978529165
13718,-6.684606580541286,0.40267742050358984
11057,1.5734696970969597,0.07554004953175586
1967,0.935459017395203,0.03897998442016796
4802,0.0987146521961462,0.00490300152540567
9767,-7.580574692532782,0.511492743511834
642,1.4875066521769758,0.04805262076390229
13063,-4.9565735442110785,0.28453376037370276
6714,0.0028240325591761166,0.000671598285175894
12089,0.12946804543696985,0.012358478108516674
3389,0.1316018856263453,0.004568302041999242
4203,-0.6476990651327862,0.06143415530934163
8143,0.0009734872168194651,0.0008013468672341616
7,-0.14434765069500644,0.047013770090309416
4867,0.12352425527882313,0.006494142130974719
13199,0.3904921279435496,0.04134577776683071
9290,-0.13991722763395248,0.03102632697173511
226,2.134643433540614,0.11058764957959302
4959,-0.1074602440842686,0.007663063785187974
1723,-0.6362930009228873,0.050375671794817715
4563,-0.2002615498783377,0.0120693174508448
5062,-0.0874538159791829,0.007964691333672636
4441,-0.012621555368630457,0.005751033419268133
1703,-0.5727104941163289,0.03395644081293921
813,2.138522229281725,0.09995266410149783
1175,1.8885728688994818,0.11977434053352029
11631,2.1441512289952938,0.12122475348946692
9339,0.5625360226757228,0.04530951024819463
5777,-0.2575266865346259,0.02305679870211392
13315,-1.7252205784976002,0.12454090871727337
2020,-0.3698630315972499,0.013145614831267152
7383,0.023189063481285462,0.0014714732329231919
16249,0.09624974953580899,0.013841246226687112
9205,-0.446393468278122,0.038248108894567694
6552,-0.024701622654078687,0.0032726296525832418
5253,-0.022913427864640557,0.003402317359323241
14974,-0.08638637671287737,0.041954121652650805
11392,0.39720483084403146,0.0297623236904722
6206,0.009063989020910183,0.001336989302716997
4127,0.08260381263568427,0.011939379889158703
2606,-0.5006155342456818,0.020576113381028056
3505,0.9435607643945243,0.06224799508757514
12564,-7.527122579705366,0.3376343637388478
1592,1.1348830642038656,0.06483235731410722
11255,6.216823413683346,0.5340345908798171
12523,-6.037644211549245,0.261014073356079
1798,0.8283004018199482,0.030378249329950126
5997,0.03657206373116455,0.0023074696454575268
10010,3.3799399485685395,0.14781455838931104
13949,-4.530007842901747,0.22013165449432953
11521,1.2738222962302355,0.04969875713960595
5420,-0.006212342908597495,0.005067475738435059
15557,2.6876366761047477,0.14042214694190971
5642,0.15443238214276886,0.008865102903313115
5550,-0.19735665490324023,0.014597973564655612
4614,0.2026401729531296,0.01036140226184246
11532,-1.8826367963187636,0.08800085984480674
2645,0.6213693242952576,0.044797888686174285
11781,-1.2657181579620447,0.07912113395851139
13214,-1.5649057760827418,0.07397634705630816
11401,4.23298249770774,0.29713405423945816
7273,-0.053258855013861094,0.003141087974186706
3400,0.9069649784794807,0.06058395963284321
4616,0.2847406802512656,0.017005985262658306
1607,0.5743718946308188,0.016557123142072548
6200,-0.060812484413687244,0.00377086001346673
14531,2.099013696537784,0.13650012634081868
13944,-8.88555135249835,0.7200093358043261
11742,-0.9934727930997024,0.04668481613876045
14999,-0.021650193904636694,0.02813157317654047
14780,0.41065103525171565,0.03255554811734679
2030,0.9428240728583965,0.03934927966114161
10577,0.5198850764787916,0.02787419031762388
5351,0.00899250665770711,0.001608572671789115
3758,1.0040318359974627,0.07196126458433424
9694,4.835281502556521,0.23844345574905923
9463,0.09585305300679167,0.029307125664997227
841,-1.5282450378589862,0.07019883159113824
8364,-7.241904510506015,0.33898482123749524
6488,0.03720967518912752,0.0028462480019738694
5648,0.38376606551436543,0.03808962649672164
15231,-2.8057879961748147,0.13150563321969685
9178,-1.9704334309299973,0.13022904388259388
2730,-0.286032935789533,0.12852636191212377
3551,-0.4291957309728484,0.01694771459626384
4949,0.06075366478601008,0.0033077153962770374
13459,0.8055727165134129,0.08862960783993076
3224,0.39752353546935904,0.011171958352873615
10977,5.515941045606377,0.37938718196741245
6982,-0.005740888264065548,0.0028165583547485233
5361,-0.005588555035380966,0.0020112802396777805
509,-0.4709295249982974,0.01994314211884016
949,-0.6829346762075659,0.022450221898030455
2163,-0.8124183257583104,0.05349906060861346
16244,0.015509437910887238,0.008949656613408309
374,2.3719370987117543,0.13267701370955146
8187,0.0008057762540015123,0.001408286419340882
10185,-3.9356506581020736,0.24283553249379672
7500,-0.06653766403261775,0.0045575503379852705
13717,-8.024840981866541,0.5458440523596906
7423,-0.002545996437166578,0.0011841179487850771
8525,18.650470241050037,1.6021037726394511
5123,0.07441935037825503,0.005692496003947739
4873,-0.1821452333183803,0.014326017828026954
10360,-0.5527468509902561,0.029252095591873927
11341,-3.850145479092511,0.24215842234377594
4278,0.3883992911150537,0.02387905411539253
15896,1.3993424643585228,0.09100008422721245
15992,0.09766651938788953,0.012404169102991806
4262,0.7940847717947542,0.08040099121962985
12264,-0.06063283153527843,0.03629150712801096
8340,-14.60009400059154,0.94682504290798
15553,1.1913539901569146,0.046605356588990676
2149,0.06952820153046253,0.006030652520239983
14323,-3.414169483269548,0.19888847775691015
4364,0.47189020007987087,0.03280486014964878
11831,-0.1288635808547467,0.013897950911895546
1675,1.0870498506086674,0.05582451637640083
13974,-0.7963272698622965,0.05779389893100434
14403,2.6026521175938737,0.1382420299088263
6608,0.006305376483443001,0.0007717263550664476
2469,0.799599688538764,0.027080566674355402
3316,0.8788744437091907,0.059554655174451944
14831,-0.1650373359479643,0.018908445301462247
8581,6.161822104359797,0.25667434507549325
11495,-0.38358746810841304,0.02585877367078263
6547,0.015328634638813397,0.0011585381771619817
13455,0.4164456591891295,0.04031701630962994
9712,1.0797701394439723,0.08021261381539065
13489,-0.15277006750973038,0.029397572934541
8195,-12.37245968333497,0.7770959408196654
2463,-0.01435766774850503,0.005697508169016541
283,0.8852031836592055,0.02344565499365986
291,2.417560231864574,0.15112720354770592
15529,0.04516810687543589,0.0255095922970734
15591,-0.30723905891558095,0.024477190165660467
8050,-0.0021649146491114447,0.0005852572791718121
1448,0.8870570647777369,0.13487840962459954
13250,2.983055709810059,0.20683396311698407
8674,-10.080033144062241,0.6081649716893524
6471,-0.028192833452112168,0.002473517189133828
5220,0.00683947505991181,0.0014302989523999568
14755,0.1981202189633246,0.017782552344782456
6517,-0.010440596786493016,0.0011587797981222427
13574,-0.03283428333645301,0.030820980516465264
10089,-0.05938778946049586,0.037421476544013635
12167,-0.012267917611389173,0.008890705422850096
5893,0.07163436847701657,0.0036874120095282212
7530,0.0156745345094877,0.0010770500004788327
6275,0.06290541262679503,0.003536898190850179
13000,-6.042650556926173,0.3484281810540143
8761,-5.2709864543137455,0.2288657288800277
6497,-0.008398675649193225,0.0010773253625309795
9951,6.852317566870868,0.4664074895480213
13981,5.416577285654562,0.2940967138064141
9818,1.9081431920786283,0.08627937370628218
10482,-0.9864019838304638,0.05071119508637631
16221,-0.015649066037239635,0.009075529566455574
13490,-0.09824826969978422,0.027907343317089665
14108,4.867489270753658,0.2678606286552053
3841,0.8941031958561309,0.05683113253899369
13684,4.545480841076945,0.24093775161585954
11837,0.5713739712966676,0.02563961863240931
15850,0.9925252399424005,0.044908179421750474
3507,-0.5368764383464014,0.036459694909825084
11866,-0.7987859712713234,0.04935262418894847
3178,0.029359347388083965,0.004573951678018423
628,2.678360799042884,0.18010477299239924
15876,-1.3619571437267173,0.08776416594655025
257,-0.484016451321792,0.02565721807028323
1750,0.04078483232685961,0.007178660794358222
1103,1.342742887467245,0.0398880739475644
4682,0.3478316770164633,0.026476161411943432
6415,-0.0015509518588872528,0.0009569523344937357
5416,0.005119814988553973,0.0027459191363424715
4561,-0.2935418262515109,0.020506725197047524
14373,-0.3071874700043136,0.02822027465432036
10297,-0.6815414938650437,0.03352311286725263
8238,-8.817666388858514,0.46733322886260575
13437,0.8207614913107107,0.0755813500229202
1618,-0.5798242243382905,0.060995062198160394
10334,-2.0012599552020176,0.10067721027285335
8919,4.048304420510642,0.1751890561839581
7432,0.09946394601092194,0.00685673480190564
9267,-0.45864760160326923,0.03842393921158302
12079,-0.14218488240528138,0.014825561662038222
10057,6.062315802444428,0.4194222473514379
694,-1.486175992956685,0.07551191387078461
6587,0.007412213217795386,0.000809170529127807
3812,0.44594534489401816,0.013194344424306144
8662,1.1916144925320946,0.0892869710714166
14562,-0.15578241229798456,0.020331758581347423
6758,0.002661570478960475,0.000992389979757842
8433,6.043543234371572,0.2575950104926109
13948,-5.430931846361269,0.2936514974598945
11462,2.9670955624216675,0.16546787175623712
12071,0.25891413192148566,0.02178783334030183
8413,8.418182230265636,0.3876298355659872
10252,-1.8752916635088517,0.07979653265564804
4792,-0.16315791226770807,0.010505556160986938
11756,1.2736760377751406,0.0648819949801313
4196,0.6221253035148138,0.0505331585867356
10772,0.3491128435199138,0.051631158196638605
5347,0.0031327466624500415,0.0012556148549221014
13163,2.96420815019077,0.14720245881303765
10540,1.314412601195804,0.08689256468066928
10372,2.560187342757372,0.15583879547409138
1924,0.8395004573488819,0.0308318812601179
8782,-4.999405311181175,0.21571263425224318
14906,0.14167161652070517,0.024096728362813822
2136,1.0623324887594447,0.04959301044685195
12903,-0.8275273529210436,0.06810144219706742
15056,9.521682080084881,1.076645193488528
6314,0.03037683239300504,0.0016538576981385187
12596,13.042281128990243,0.8017927530786789
6074,-0.08728183559156238,0.0054530325897345555
2212,0.07724940684528303,0.005966851493192941
14795,0.051755595785294095,0.014606267017165876
15524,-1.9538837772227657,0.08379444114111395
11657,-1.5265010629448998,0.0764814863168537
6066,0.13291614025070334,0.008373581792027554
1380,0.9759482317827843,0.04977490551421309
15017,-7.7832317458317055,0.7402041572872775
1807,-0.6715320804073485,0.0454043673624009
10893,0.032452749923524274,0.02426691487210518
8772,6.05905643321333,0.2729189911463509
10762,0.022759348853221343,0.013580174833692336
9041,0.8565636367823583,0.051006751088159996
5092,-0.002767800409817193,0.001799361200919571
6232,0.061762127639411565,0.0032470710654873597
4565,-0.10520190872575884,0.006720136145565194
9359,0.38840413631090953,0.03707543432555002
1285,-0.43633593232758106,0.01966252812400998
12120,-0.12256859322492229,0.016568390889142325
2078,1.2370397358147707,0.1030555193800544
8352,14.065673277068731,0.8564248882812779
12205,-0.04129569100658714,0.01387296155882465
4994,0.09230817831080347,0.005342371187046381
7477,-0.08863814549343667,0.007033557527432206
11625,0.7112195011453825,0.029019803743772072
13405,-0.31537038371277204,0.033536509705190155
14240,-3.81302708137174,0.2087831573492788
16218,-0.07018052861596458,0.01068631199806381
12267,-0.02812127652780691,0.022695539982436886
6382,0.05480014603018283,0.003679570004728994
15353,-4.430348718209236,0.2860713528013027
11818,0.8777574099691349,0.042220167745205456
15536,2.8220327969273002,0.14923637770390105
13431,0.19552499281307537,0.030477653529752496
11277,-4.880779160034349,0.3542296914951494
4216,0.5166326790266661,0.037023582184572607
10225,4.005971175634912,0.25213769298453165
1766,-0.5917548534261742,0.03169198464461251
7283,0.1090548703439593,0.00672066231881963
507,-1.0008082764828126,0.040528148354013985
10038,-5.627911165687356,0.37377092587226224
6537,-0.011883840039716664,0.0012697826023040993
829,0.9821090001090148,0.025152155392949942
15109,0.09944767618758774,0.05436096425359424
15759,-0.19186185256098562,0.018124250174934818
11267,1.0884261584218338,0.048327046045775084
570,-1.0098388752917749,0.039445906043261925
13989,-5.83688211317623,0.3398359344543691
2092,0.8592990404766111,0.03180279944101223
3329,0.40468264615418253,0.011389687841255026
6692,0.002803212054364365,0.0006606781630292278
15244,6.382347989749087,0.5178746971619351
5371,0.005527333601511391,0.0015193524788706992
11399,3.423044509399831,0.198774914918059
13383,-0.4969890213803789,0.03936723316060581
9466,0.20078627593620949,0.04074122008746635
12535,18.46309130936713,1.4684209836497573
15527,-0.7613244307460248,0.03428409248403112
2509,0.5416191279573581,0.014482398331803587
1084,1.8175497847501272,0.06920431356795691
7046,0.020368997217148313,0.0024959352255638427
314,1.973613932053559,0.23456971845439029
15422,-0.9572513313292774,0.04260270403967572
16007,-0.387374916139133,0.020480241006355628
3318,-0.4907360949803482,0.045206823388346834
15040,-5.693092501165756,0.412491564634332
8117,-8.936257814335417e-05,0.0005911882155948652
5991,-0.08706844830383217,0.005216602697809753
14169,3.066139891907414,0.1336167650396588
7714,-0.015309062142129943,0.0011397270394711196
584,2.4918238353829723,0.13839920239496797
5828,0.023294233125381657,0.0027843829814166087
9174,2.360379088825978,0.14250484274784916
704,1.2374130976604663,0.035033001415482476
3404,-0.4256246012794663,0.01797793135572436
6541,-0.0011102687058219423,0.000804560279071725
5214,-0.01827271695082524,0.0023260444839043513
7086,-0.028721254371438746,0.0026662155634255206
9787,-8.283834771941756,0.6071644274897754
13147,-3.681409260106731,0.2159246442303474
11415,1.2229418440127784,0.04802644666633157
12281,0.030311708590343434,0.022799315310767992
7348,0.12151988744965585,0.008711158267647167
13992,-3.339861906414452,0.14392768733758654
1364,1.1445714661010857,0.09958684008836026
11740,-1.3158264907200452,0.07333448582260867
6736,0.0027636668007556954,0.0007596762394353496
13072,0.06343706516008905,0.048365779023079626
9043,1.754362561786464,0.07476231656065967
9786,-9.238780589744799,0.7462002089962864
5797,-0.27574324514994103,0.026648121145253625
5848,-0.005847442438950492,0.0026497498279412232
1086,2.2031997255455913,0.104497692444004
15248,-5.372989692874516,0.3798626416713846
7459,-0.06497918517263099,0.004241622936273082
6485,0.026010468640745844,0.0017129086787150741
13388,0.14133753445947575,0.03081937555280807
15552,0.8107876808468444,0.034782987372470625
3053,0.11992304038572157,0.004916547912576085
10952,1.8478039486573015,0.09968357544606676
10234,-0.8241620623267754,0.038475492948637675
4591,0.1249968324627418,0.006388359311222277
4170,0.1740579687646283,0.012707866538550527
9850,-7.396482915176236,0.5127276448596239
13900,9.231545654683565,0.7342104918248786
3001,0.7745132279970861,0.058290929950486486
8844,-5.045060204762439,0.23323143541446203
3900,0.6913793564041445,0.03413528783362288
3479,0.6362106888409614,0.02662647667948896
10483,-0.8230464076605308,0.040440295610922355
10904,-0.020673605602535946,0.028102720056199845
5924,-0.1911289050014313,0.015651972524875137
12900,-3.6082412424509362,0.14181534491312286
1730,0.18115470495299676,0.0072424235801582665
13196,-0.660821787941042,0.04494779113602328
16028,-0.34729450294879965,0.01927817984678795
2570,0.28993782577509336,0.007963099484200034
1114,-1.4650180138873419,0.05901501404748244
8612,-10.180106326754888,0.5791359266346005
2514,1.0660925292687562,0.05223194752581448
11330,0.9598686488628151,0.042444130379223566
139,1.657249163693447,0.06258171360256157
4696,0.09729339076188466,0.005009198390466266
10227,-3.50853726877166,0.21380353850321696
12139,-0.14474496642057386,0.024656033519909932
2927,0.11842212510322901,0.005373749756663982
10413,1.990458324777683,0.11112552047087464
3384,-0.33877808021278055,0.0127263000416789
6034,-0.06022094329979432,0.003569148938897449
4823,0.09272609992799671,0.004639073207300137
3066,-0.4208807607309911,0.06326731145300518
5470,-0.010607978471369043,0.006434151410544255
15927,-0.10385494153198971,0.013554505720898283
3859,0.7828923965878265,0.04166038118315566
14648,0.13185932289536414,0.01798880218693405
12204,-0.05324113963629793,0.016348470923435353
4882,-0.004857001020077512,0.002520748410782837
13137,0.9534049877784075,0.05283067014999168
5428,-0.0013929599543293751,0.003217985812160857
4473,-0.5572314823648667,0.05658989499418925
13326,0.3975030209655472,0.036241786907894716
2316,-0.04963010591880778,0.006006931556960197
4190,0.0750841716182297,0.009918441740372793
3931,-0.1738296881415406,0.0058982822645734494
8546,17.923797324940317,1.5130668216358685
10690,-0.41836927805117585,0.04361341184335982
12521,-10.165475023721852,0.5199253797973598
15909,0.2694561227380284,0.016124912906781474
13778,-9.63962143574465,0.7629551360296397
3822,-0.5718821045504399,0.027321654813930486
7986,-0.0045412683897744525,0.0007167970971570319
6153,-0.1297324668677107,0.010992012780341958
6839,0.13335245516905064,0.009691675079265204
11190,5.793477591281558,0.43842405313982785
7727,0.04393944345702162,0.0031428520831034094
3811,0.35425189992415884,0.0093331088318238
12250,-0.007019692189674806,0.014489707348311114
10475,1.3831608704429401,0.07268508267598056
5042,-0.08619771050139315,0.007127893326970003
12313,-8.442589052687575,0.4442124265281183
7583,-0.05837027595541671,0.004258476416348584
11482,2.4769439343060773,0.12385089339120739
8536,1.5452771412908743,0.11211104253273603
605,2.5031923466231367,0.13903475016775999
12330,-19.288301900701548,1.5192478865528616
5035,0.0660018752041515,0.0037916609592723647
8124,0.0020921076537006237,0.0007085206141597119
4021,0.34115295196685186,0.012977347820206157
120,1.9815505365508437,0.0935732622852351
16295,0.12781899641101055,0.03038695287612479
4491,0.4248835176539062,0.029834312375238665
1174,2.004941249959138,0.11789305115962426
2321,0.6512999960085452,0.018943613668736075
4272,-0.09920989412079152,0.009560601187061238
7381,-0.0027899788812182436,0.0012812458188053775
12497,-16.719973212493553,1.20603371921575
15505,-1.2187389458845634,0.048277763862612434
286,1.6397723213545188,0.06048351465527634
8995,-1.1054937019805122,0.058504191183747854
2578,0.9489850233122431,0.049927328777141934
4048,0.3957199333902882,0.025226309917440237
2576,0.9084663254796823,0.0419027022282277
6723,-0.004729464184118992,0.0015015340549867134
8225,14.224571191605687,0.897378541961328
30,0.5706906408746621,0.02614056351637188
14637,-1.1928578829539762,0.08737476587666695
16196,-0.1100248906319762,0.012605630200974832
8086,-0.004124325033593462,0.0013701039118635392
12871,9.241804061904928,0.5723755307860081
9097,-1.8007681501743984,0.08599137148635733
15518,4.1319875099607595,0.2951265161709578
2907,0.20692270283904815,0.006187232215507169
2351,1.4892186372833618,0.10684086154180711
1050,-1.7302567371555881,0.08469899002635128
8679,-3.930155685371389,0.1579676549028428
3727,0.34448981191402434,0.008973896231500451
13036,3.9418413443589,0.17573405232760053
9201,-1.3235355634883912,0.07895922493660877
1226,0.5887314386830871,0.01651570719403672
16137,-0.032408400824020085,0.009929620200446894
10786,0.08180622658349762,0.014838847546454158
2457,-0.8578231568256596,0.040982482220895726
6729,-0.0013182664006977964,0.0008066609817524395
13347,0.35104755682005784,0.03490847813382049
11768,-0.1660043698278896,0.015535739297539196
12585,-7.239211831729252,0.32023556423676514
9054,-2.551224016894052,0.12304558864687823
2587,-0.2506810213015177,0.008823087166922676
10524,-0.8153815891447651,0.04467331736015889
8645,6.759879897137079,0.2956291167786221
14269,0.052292530620209436,0.03205388016606043
451,0.9049337473519032,0.023244204948875878
10689,-0.4775624686548594,0.054381483113782665
10515,0.8583085871627587,0.04137045400853506
9046,3.096985714992296,0.1461961041744546
10701,0.13364940012633814,0.01590335522839579
2102,-0.6425008760143982,0.026301220328038298
8544,14.880765854853482,1.0474391180256375
2120,1.2727287194293013,0.1026736499530847
1022,1.9973983323686917,0.08446499596521857
5528,-0.25145654662576283,0.020680355448531914
2893,0.7000016489956844,0.036696157368436455
13983,7.108456369456394,0.4760911101547606
12303,23.96634383885541,2.324166589906142
8441,21.703708822488124,2.0081760838332228
11612,2.756246983467861,0.18819900044687318
3518,0.4192224850834867,0.011956028283217983
1921,0.4607769624929647,0.011740723807793084
5179,0.014624573992164693,0.001627891837790635
751,2.355125613388326,0.12054335905346192
12440,-4.548451847659338,0.21718749040565352
13004,-3.363625824000684,0.1384376522047915
2657,0.5927528487472713,0.024645735062075323
7232,-0.03995272191803342,0.002558236478272152
11434,0.36126798273517785,0.02759419756161017
10658,0.12002785985520625,0.01597985791656976
7049,0.09594685008122264,0.005344702264131208
6616,-0.014652750674806926,0.0023773757187125757
7309,-0.13491246003112853,0.011698052461949694
4253,0.06791881034680036,0.008563915442363125
904,-1.5347835763792033,0.06799297085392834
9089,3.0134053447897466,0.15649921365925715
12147,-0.0020623175941386113,0.008894567944302106
989,-1.2559427482922783,0.04647414705691693
3964,0.577901414934878,0.03057230557046943
5242,0.009286031129698084,0.0014433924496732831
2333,-0.6316432769013061,0.023565326232841164
3823,-0.4943977554091698,0.019967535506214214
13891,0.11716840120544884,0.06105968790259953
1964,0.6070239692312738,0.01708453176188254
11715,1.6525664021907067,0.09187340336510647
7298,0.012466424042444356,0.0015101066035642992
13081,5.096983113172701,0.29634943323325097
14514,-1.4301884162864096,0.07043939591119373
6998,-0.14238724340375894,0.010582977597973187
14437,0.03171853258004453,0.024182889511539813
13439,1.0573380665717789,0.11613018082343281
13557,0.0508957002515967,0.027790345857717582
1203,0.04057043923157937,0.01114439461228904
2058,-0.7754856244112674,0.05996811783067103
6432,-0.020639749421014944,0.0016301693412753924
8620,1.3044784640105127,0.09630550306737128
4878,-0.08677146119652134,0.00544544208731685
3483,0.9192185949243158,0.055506409744900655
11164,2.7060356446925167,0.12277330003340592
15736,-0.6644631699195785,0.027602021875638268
15842,-0.30670860039326936,0.017744100024226724
5626,0.3595572533786524,0.03320182062788818
7752,-0.027798291810259522,0.0021102362285004153
14781,0.47498472422172033,0.04011827516685907
3283,0.03338818566976431,0.004322361835955918
9280,1.5125729448666954,0.12086940004395824
16325,-0.007527332703209205,0.01198106475210602
15632,-0.5872272626990969,0.027527681344666606
13997,0.9580360840821824,0.058232588825180655
14405,3.2177695347062167,0.205803982530357
7209,-0.07929392691937015,0.004876562663885586
14877,-0.0187206741595464,0.013387351847037857
8508,-10.831939116145948,0.5995230460039412
12684,-14.498474166454328,1.0800727731882895
1366,-0.3482650978238286,0.15511951239566343
15028,3.1239956255560797,0.17353209523048474
1402,0.9863526739775014,0.05578111699277014
461,2.128794737831007,0.22080652572955975
16223,0.019492597285520618,0.009106559805394147
11100,2.242187117726199,0.09939074277538158
15579,2.9022223929169386,0.16528425547399953
5895,0.12177474822907482,0.006422695294448306
1738,1.100617414871805,0.056310432358574226
10794,-0.21154493614466915,0.045067578380483156
2015,1.1874537533477225,0.10417858940147702
2274,-0.057048994035309164,0.0061098033628989796
8442,-17.806572835546284,1.4108697905778949
12351,-18.69383888665017,1.4304684860528265
2754,-0.22658285171386083,0.06084298844157017
6118,-0.048645704294893566,0.0029633751991786222
